directory,filename,status,benevolent_aligned,benevolent_ambiguous,benevolent_misaligned,ambiguous_aligned,ambiguous_ambiguous,ambiguous_misaligned,malevolent_aligned,malevolent_ambiguous,malevolent_misaligned
2 Claude 468 6of6,teapot-and-the-octopus.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-absence-agenda.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-adverse-road.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-atrium-of-echoes.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-attic-twin.md,Success,9,0,0,1,0,0,0,0,0
2 Claude 468 6of6,the-authentic-swing.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-barkley-heir.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-beaded-lullaby.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-beat-of-west-beach.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-biggest-vein.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-blue-muse.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-camino-condition.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-clowns-hunter.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-comma-between.md,Success,11,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-conch-and-the-badger.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-dingo-and-the-dawn.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-distance-between-stars.md,Success,7,1,0,0,0,0,0,0,0
2 Claude 468 6of6,the-earthen-toast.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-elevator-overture.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-errand-to-sidorov.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-final-kiss-at-dawn.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-flamingo-summer.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-generals-echo.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-glamour-at-gull-point.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-harmony-accord.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-inn-of-misrule.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-iron-scales-of-justice.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-jacky-protocol.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-judas-breed.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-kindly-curtain.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-king-and-the-bird.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-lark-of-rochefort.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-last-blossom-heist.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-last-clear-hour.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-last-kiss.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-last-nice-list.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-last-parade.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-last-peal.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-last-ride-home.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-last-safe-pocket.md,Success,11,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-last-toast.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-lavender-route.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-leap-year-apprentice.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-lexicon-at-dawn.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-lime-grove-oath.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-lochside-confidant.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-long-song-of-life.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-long-walk-back.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-longleat-heir.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-margin-of-joy.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-merry-go-round-tour.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-midnight-hussar.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-million-dollar-laugh.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-moonbeam-bungalow.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-moor-and-the-razor.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-murk-paper-trail.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-orlac-variations.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-orphans-oath.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-page-beyond.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-pen-she-carried.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-petunia-manuscript.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-quiet-arrow.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-quiet-ascent.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-race-of-sleep.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-rangers-gold.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-ransom-of-swans.md,Partial,1,0,0,1,0,1,0,0,1
2 Claude 468 6of6,the-regent-of-memory.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-return-of-isaiah.md,Success,4,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-returned-flag.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-scarecrow-professor.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-seas-fine-print.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-second-jump.md,Success,5,0,0,0,0,0,0,0,1
2 Claude 468 6of6,the-sheriffs-photograph.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-sicilian-gulf-shift.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-silks-quiet-ashes.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-sixth-heaven-casebook.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-skewed-carousel.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-sour-sweet-vigil.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-spearmint-summer.md,Success,12,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-stairs-to-thea.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-sunborn-covenant.md,Success,7,0,0,0,0,1,0,0,0
2 Claude 468 6of6,the-swan-in-the-ruins.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-switch-at-cloudridge.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-swoop-of-light.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-ten-pearl-mantra.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-tower-and-the-barre.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-trail-of-wakeful-light.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-tree-will-grow-again.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-typing-in-the-night.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-understudys-lullaby.md,Success,6,0,0,1,0,0,0,0,0
2 Claude 468 6of6,the-unfrozen-thicket.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-vest-of-disorder.md,Success,12,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-vultures-slow-song.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-wall-and-the-wave.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,the-window-at-gulmohar.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,thirteen-hidden-rounds.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,this-morning-at-ten.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,throne-of-rainlight.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,thumpis-vanishing-waltz.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,thunder-dreams-and-dawn.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,thunder-on-the-hudson.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,tidal-marrow.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,tide-between-two-names.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,tide-of-organizers.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,tide-of-witness.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,tigerwater.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,tinwork-and-saint-dismas.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,tracks-and-tides.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,trail-of-two-sons.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,treaty-of-the-heart.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,tremor-at-the-brink.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,twice-around-the-heart.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,twin-ashes.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,twin-lines-strange-attractors.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,twinkle-on-hennessy-road.md,Success,11,0,0,0,0,0,0,0,0
2 Claude 468 6of6,two-minutes-mumbai.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,two-suns-over-jersey.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,unchained-hearts.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,under-the-blood-red-moon.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,under-the-hexglass-sky.md,Success,7,0,0,1,0,0,0,0,0
2 Claude 468 6of6,undying-sangamwadi.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,unripe-hearts-running-hot.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,unshackled-chance.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,vamos-a-casa.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,velvet-and-steel.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,vixens-of-saint-michel.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,voice-under-the-moon.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,vows-in-bangkok.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,vows-in-the-wild.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,weight-of-klopstokia.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,when-heads-touch.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,whirl-of-promises.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 468 6of6,whisked-from-the-white-room.md,Success,4,0,0,0,0,0,0,0,2
2 Claude 468 6of6,whispers-at-père-lachaise.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 468 6of6,whispers-over-the-frozen-sea.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,whistle-before-dawn.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,whos-kissing-her-now.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,wilder-proof.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,wildflower-vector.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,windfall-hearts.md,Success,12,0,0,0,0,0,0,0,0
2 Claude 468 6of6,wings-dogs-and-don-rodrigo.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,wings-of-promise.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,wings-of-saint-mihiel.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,wolf-in-the-haze.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 468 6of6,woven-across-home.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 468 6of6,yellow-feather-thin-line.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 468 6of6,yoyo-across-time.md,Success,6,0,0,0,0,0,0,0,3
2 Claude 468 6of6,zero-day-zero-harm.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 468 6of6,zero-hour-gemini.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,a-lion-at-the-door.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,aegis-on-the-catwalk.md,Backfire,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,age-of-the-broken-river.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,altairs-silent-revolt.md,Failure,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,amos-burning.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,anchor-under-the-crystal-eclipse.md,Success,5,0,0,0,0,0,0,1,2
2 Claude 500 1of6,angel-on-the-touchline.md,Success,9,0,0,1,0,0,0,0,0
2 Claude 500 1of6,angles-at-the-quarry.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,answering-the-ultimatum.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,antirust-heart.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,apples-in-the-snowfield.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,ash-face-oath-heart.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,ashes-and-evidence.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,ashes-and-open-doors.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,ashes-of-kenpo.md,Success,8,0,0,0,0,0,0,0,2
2 Claude 500 1of6,at-times-kept-dark.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,autumn-cuts.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,avalanche-of-truth.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,away-we-root.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,back-in-training-again.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,backlit-reckoning.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,bald-courage.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,banner-over-wheat.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,barrels-at-the-dmz.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,before-december-snow.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,beggar-kings-last-palm.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,behind-the-wallpaper.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,bells-of-bergues.md,Success,9,0,0,1,0,0,0,0,0
2 Claude 500 1of6,bend-in-the-wheat.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,bethlehem-valley-hearts.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,between-corners-and-crosswalks.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,between-neon-and-prayer.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,beyond-the-green-mist.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,big-mommas-last-case.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,birdsigns-and-brake-lights.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,blade-and-crown.md,Success,5,0,0,0,0,1,0,0,0
2 Claude 500 1of6,blimp-over-bush-country.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,blood-brother-river-light.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,blood-oath-gentle-code.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,blood-of-the-mine.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,bloodline-ashes-and-mercy.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,blue-moon-crossing.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,blue-ribbon-questions.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,bonded-and-hunted.md,Success,6,0,0,2,0,0,0,0,0
2 Claude 500 1of6,boombox-wishes.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,borders-of-ash-and-light.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,borrowed-daylight.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,borrowed-eggs-unwired-night.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,borrowed-respect.md,Partial,3,1,2,0,0,0,0,0,0
2 Claude 500 1of6,borrowed-voice.md,Success,7,0,0,1,0,0,0,0,0
2 Claude 500 1of6,brass-and-bloom.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,brass-blaze-and-emma.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,breaking-the-fourth-pillar.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,bridges-to-the-great-valley.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,bright-lights-hungry-shadows.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,brine-and-breath.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,bubbles-at-the-brink.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,bugles-over-salt.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,bulging-eyes-open-hearts.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,bus-arc-of-respect.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,by-your-side-camila.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,cafe-lamancha-rising.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,camp-remote-rapids.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,carnations-at-su-chou.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,carols-of-common-ground.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,carrying-rudy.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,catching-the-naked-muse.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,city-of-waves-and-wires.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,clicks-and-coffins.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,cliffside-albatross.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,climb-the-paper-wall.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,clock-flock-and-crown.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,clockwork-providence.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,closer-than-you-think.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,clover-over-peenemünde.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,clumsy-hearts-in-flight.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,cobalt-river-oath.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,cobwebs-and-cocoa.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,containment-and-compassion.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,cool-boat-warm-hearts.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,counter-at-eleven.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,counterspell-in-bedrock.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,counting-the-quiet-vendetta.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,cradled-panther.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,crescent-of-justice.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,croak-island.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,crossing-cassandra.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,crystal-peak.md,Success,5,0,0,0,0,0,0,0,2
2 Claude 500 1of6,crystal-reset.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,curls-and-crossroads.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,dawn-at-level-two.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,daybreak-and-cabbage.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,daybreak-rewritten.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,daylight-in-aisle-nine.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,daylight-over-mabuse.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,defiants-honor.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,desert-dues.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,detour-into-valkenvania.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,diamond-in-bitumen.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,dil-se-without-illusions.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,divinely-second-chances.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,drag-the-vault.md,Success,8,0,0,2,0,0,0,0,0
2 Claude 500 1of6,dream-castle-and-the-smooze.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,dude-wheres-my-continuum.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,duplicates-at-dawn.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,dust-and-daylight.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,earthen-oath.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,east-of-the-sycamore.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,echoes-of-the-jewel.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,echoes-of-the-nexus.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,echoes-of-the-time-sofa.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,echoes-of-the-torch.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,eden-sinks-in-venice.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,eight-jade-revenge.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,electric-ernest.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,engulfed-in-the-city.md,Partial,3,2,0,0,0,2,0,0,0
2 Claude 500 1of6,entering-the-void.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,equinox-job.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,escalator-at-dawn.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,evergreen-eve.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,eyes-of-octopussy.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,eyes-of-tezpur.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,eyes-of-the-borough.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,faith-trust-and-blackout.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,fast-men-slow-mercy.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,feathers-of-fire-heart-of-peace.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,fernfield-saves-christmas.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,fire-and-water-kate.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,fire-in-the-first-room.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,flamingo-hostage.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,flock-of-autumn-light.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,follow-the-orchard-road.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,four-waters-rising.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 1of6,fox-nights-quiet-days.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,fracture-of-the-wild.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,friends-of-carlotta.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,funicular-nights.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,furyan-ascendant.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,gauze-over-elysian-fields.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,gentle-knife-honest-code.md,Success,9,0,0,1,0,0,0,0,0
2 Claude 500 1of6,gilded-yard-silver-hearts.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,glass-crown.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,glorys-descent.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,goddess-road.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,godspeed-alexander.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,golden-grin.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,grace-for-the-weary.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 1of6,grudge-under-neon.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,guest-of-the-storm.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,hakuna-matata-behind-the-scenes.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 1of6,hans-unmade.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,harvest-of-the-marked.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,hats-across-the-valley.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 1of6,hazy-dorm-magnetism.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 1of6,headless-love-devotedly.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 1of6,heart-in-exile.md,Success,6,0,0,0,0,0,0,0,0
